Time	Volt	Leap_angle
0	62	3.345095048
0.1	62	3.232889986
0.2	62	3.122488561
0.3	62	3.468425278
0.4	62	3.67279827
0.5	62	3.814491434
0.6	61	3.841500587
0.7	63	3.773408233
0.8	62	3.758225086
0.9	65	3.879745003
1	65	4.171994299
1.1	66	5.580123673
1.2	71	5.88276593
1.3	115	5.86501291
1.4	170	7.992936871
1.5	182	16.57573819
1.6	186	27.8949774
1.7	189	30.50879693
1.8	190	33.39637014
1.9	190	38.49072827
2	192	43.73275779
2.1	192	48.60824461
2.2	191	52.15105822
2.3	191	54.88215897
2.4	190	56.76096366
2.5	189	58.57122861
2.6	182	60.15141814
2.7	82	61.31356318
2.8	61	61.5303943
2.9	60	25.11946226
3	59	13.19005911
3.1	59	5.860700064
3.2	61	3.973847038
3.3	64	3.535903957
3.4	67	3.632863949
3.5	74	4.540879974
3.6	120	5.828370052
3.7	180	9.341066016
3.8	184	20.10337956
3.9	186	32.90496553
4	182	38.91709183
4.1	180	41.21256842
4.2	178	45.77035096
4.3	179	48.43165651
4.4	178	51.68381295
4.5	138	54.12327994
4.6	65	55.42866036
4.7	57	45.63209762
4.8	56	5.250871929
4.9	56	3.405823255
5	55	2.858827699
5.1	55	2.818278399
5.2	55	2.90056553
5.3	55	3.026985527
5.4	58	3.202590726
5.5	129	3.317531988
5.6	199	4.295414438
5.7	210	9.278325022
5.8	213	10.49100037
5.9	216	12.08817555
6	219	14.37487456
6.1	219	17.1120732
6.2	222	20.0589591
6.3	223	23.50776641
6.4	223	24.9464798
6.5	222	26.01298248
6.6	219	26.54869838
6.7	217	27.22883694
6.8	171	27.46464347
6.9	62	26.10823972
7	55	26.5874642
7.1	53	3.855543819
7.2	53	3.141864252
7.3	53	2.883847794
7.4	54	2.845650593
7.5	82	2.868943779
7.6	201	3.216498063
7.7	216	6.849654339
7.8	215	50.46612379
7.9	220	51.22232517
8	229	52.00388107
8.1	232	53.49591029
8.2	233	55.10193166
8.3	233	55.8222126
8.4	233	57.03373333
8.5	213	57.65639402
8.6	81	57.96223888
8.7	52	58.25957652
8.8	51	6.642603568
8.9	52	3.568754059
9	52	2.978809817
9.1	51	2.803375208
9.2	53	2.829369727
9.3	56	2.938782289
9.4	84	3.251006404
9.5	164	3.594720246
9.6	165	48.13346275
9.7	165	48.93444491
9.8	165	49.70229636
9.9	165	50.93011258
10	166	52.00645517
10.1	165	53.67856384
10.2	164	54.81736096
10.2	164	55.53812667
10.3	166	55.97316285
10.4	88	56.62870479
10.5	52	57.21182475
10.6	51	56.99217212
10.7	51	5.96778656
10.9	51	2.507177622
10.9	50	2.468310436
11	51	2.483016007
11.1	53	2.551365898
11.2	88	2.582552996
11.3	175	3.123240822
11.4	182	45.60828291
11.5	184	50.14630312
11.6	185	51.17095641
11.7	188	53.1410239
11.8	187	55.11848141
11.9	188	56.69224612
12	189	58.45934231
12.1	188	59.70691353
12.2	188	60.4910786
12.3	120	61.17619917
12.4	53	61.82390736
12.5	50	61.14014778
12.6	51	3.622771147
12.7	50	2.356175553
12.8	50	2.202115361
12.9	50	2.223871825
13	51	2.20495761
13.1	57	2.197488869
13.2	152	2.524682091
13.3	194	43.37534718
13.4	198	72.46858682
13.5	202	72.61868058
13.6	200	72.57740154
13.7	199	72.52860551
13.8	199	72.49485482
13.9	198	72.3788207
14	197	72.22360014
14.1	203	71.86919392
14.2	186	71.66321397
14.3	58	71.3975974
14.4	52	69.74319882
14.5	51	3.807040662
14.6	51	3.122363167
14.7	50	2.788532827
14.8	49	2.64152836
14.9	50	2.709927855
15	97	3.026468106
15.1	188	3.33507176
15.2	184	57.45248818
15.3	183	60.69078935
15.4	186	62.572265
15.5	186	63.41846485
15.6	186	63.56702461
15.7	186	63.59241604
15.8	187	63.48895622
15.9	187	63.18236194
16	182	62.87728241
16.1	77	62.56153932
16.2	49	62.3225597
16.3	50	41.11195654
16.4	50	35.38316572
16.5	50	30.59936874
16.6	50	26.9848679
16.7	50	24.19406932
16.8	50	21.44682893
16.9	52	18.88601929
17	52	17.0758239
17.1	83	16.06562298
17.2	206	15.54791697
17.3	214	16.47359564
17.4	211	54.58315735
17.5	210	55.11410178
17.6	209	56.45026356
17.7	210	57.96833002
17.8	209	59.76019068
17.9	210	61.21134572
18	211	62.25203896
18.1	210	63.01971513
18.2	211	63.54127282
18.3	210	63.7341867
18.4	209	63.65762223
18.5	206	63.4478482
18.6	205	63.02723361
18.7	202	62.45198906
18.8	201	61.64734268
18.9	205	60.80188326
19	200	60.12728475
19.1	200	59.70457997
19.2	199	59.29428774
19.3	199	59.05989119
19.4	200	58.61099475
19.5	200	58.00397843
19.6	201	57.46889478
19.7	200	57.0317632
19.8	200	56.61951558
19.9	198	56.28395983
20	200	55.94853014
20.1	200	55.6083621
20.2	199	55.19528697
20.3	200	54.80284387
20.4	200	54.39841575
20.5	199	54.05028966
20.6	199	53.71660476
20.7	199	53.47838279
20.8	199	52.93998875
20.9	200	52.40778508
21	199	51.99533907
21.1	200	51.6983798
21.2	199	51.45532996
21.3	199	51.21118863
21.4	198	50.96550488
21.5	198	50.68084291
21.6	198	50.4130914
21.7	198	50.15259311
21.8	197	49.90655943
21.9	198	49.73745485
22	198	49.60058107
22.1	197	49.45391932
22.2	197	49.31658287
22.3	197	49.26485831
22.4	198	49.25692555
22.5	197	49.24262165
22.6	69	49.22822899
22.7	51	49.08019403
22.8	50	13.85212603
22.9	50	2.885815619
23	50	2.705011624
23.1	51	2.566282295
23.2	50	2.370668121
23.3	51	2.17609837
23.4	50	2.100775012
23.5	50	2.102451277
23.6	51	2.14429729
23.7	51	2.16283685
23.8	50	2.216290176
23.9	51	2.28636047
24	51	2.301122396
24.1	51	2.313084148
24.2	51	2.325152753
24.3	52	2.334813044
24.4	116	2.673568117
24.5	203	5.406677466
24.6	231	8.911781328
24.7	232	9.610039048
24.8	230	13.47181284
24.9	229	17.14528274
25	230	18.30386413
25.1	229	18.91284172
25.2	229	19.59701045
25.3	230	19.85497239
25.4	231	20.26207057
25.5	230	20.63064073
25.6	232	20.86424634
25.7	231	20.89867173
25.8	231	20.87435059
25.9	230	20.8273943
26	230	20.80307047
26.1	228	20.79970471
26.2	229	20.73507721
26.3	230	20.68310088
26.4	229	20.68718083
26.5	228	20.77897935
26.6	230	20.82968977
26.7	221	20.85599843
26.8	73	20.86643248
26.9	52	20.96137577
27	51	3.894103115
27.1	51	2.566282295
27.2	51	2.4544739
27.3	50	2.555964824
27.4	53	2.703129527
27.5	50	2.854510661
27.6	51	3.023102712
27.7	50	3.116087018
27.8	50	3.079179075
27.9	51	2.973876955
28	50	2.984259354
28.1	51	3.156411078
28.2	50	3.27518524
28.3	50	3.291225717
28.4	51	3.233071653
28.5	51	3.099646463
28.6	51	3.110616479
28.7	50	3.125747052
28.8	51	3.252752315
28.9	51	3.258465134
29	50	3.081530524
29.1	50	2.939981049
29.2	51	2.830199826
29.3	50	2.661975253
29.4	50	2.633884909
29.5	49	2.570626135
29.6	50	2.516684035
29.7	49	2.490257651
29.8	50	2.429627476
29.9	50	2.351435843
30	50	2.325236929
