Time	Marker
1.293699026107788	3.7238896905669185
1.322110891342163	3.5451071329189467
1.3483939170837402	2.827698607257151
1.3853940963745117	3.9844152944171336
1.4480938911437988	2.3768351659252316
1.4819440841674805	0.02464561598658131
1.5167558193206787	2.5832746671064055
1.544456958770752	2.431060114517769
1.6151869297027588	1.3919712487166591
1.6430461406707764	2.693160892148872
1.681553840637207	3.2175958088241616
1.7086360454559326	0.8117277656407783
1.7464160919189453	1.6674733350517923
1.8062639236450195	0.7576422742356442
1.8446178436279297	2.0646277355011944
1.8699259757995605	2.324749329284452
1.9112420082092285	3.654684149338151
1.9708099365234375	0.3955434414952083
2.0094339847564697	1.4384727135521411
2.042217969894409	0.4696974000601613
2.069117784500122	0.8064345807405721
2.1079540252685547	1.7550078736010442
2.1733169555664062	1.0283523692832328
2.199960947036743	0.26277654985811594
2.2377147674560547	0.8718861378604861
2.27482008934021	1.5854880600428694
2.300808906555176	3.4192678185354395
2.3733150959014893	7.388381472731114
2.399690866470337	9.259894439718465
2.437863826751709	11.070998434815875
2.473564863204956	13.383296976752195
2.5305020809173584	13.435064392579667
2.5709228515625	16.439568118454552
2.6105551719665527	15.194176230548182
2.631286859512329	17.0901325754015
2.6701910495758057	18.177164107291507
2.732416868209839	20.971797564075114
2.7676279544830322	25.059363023408054
2.8061559200286865	29.110230214699452
2.8324790000915527	33.18313114953689
2.900785207748413	36.663945092631415
2.9305689334869385	40.37168313389705
2.974836826324463	44.768627352902776
2.9954450130462646	47.602059808459614
3.0329959392547607	50.39362345332856
3.0936360359191895	54.11875972421564
3.1288490295410156	55.78634343381768
3.1678109169006348	59.01486178729954
3.1951658725738525	61.952331113467594
3.2636971473693848	63.9896321675058
3.293118953704834	66.6402986516043
3.3298521041870117	69.41810357226464
3.3680789470672607	70.57388824785603
3.3955330848693848	72.51346198832715
3.4626119136810303	73.97150356702399
3.493643045425415	74.97312673870344
3.527070999145508	75.21346245841796
3.5589439868927	75.70183199556539
3.623816967010498	76.24437202029071
3.662893056869507	76.18310979347403
3.685588836669922	76.23158109127898
3.72155499458313	76.01490031322233
3.7593469619750977	75.75802325800802
3.8169829845428467	76.13358298490073
3.855794906616211	76.00282894821831
3.8846499919891357	76.11097118494239
3.9198949337005615	75.89072179850984
3.990626096725464	76.04897841514128
4.0211169719696045	76.27931348365087
4.0555009841918945	76.27877191923591
4.083738088607788	76.0922377369683
4.122063159942627	75.34642994272225
4.1916279792785645	76.0135094637259
4.2176361083984375	75.68093513834363
4.258570909500122	75.02175126897448
4.283673048019409	74.23075977028583
4.3559629917144775	70.43757262996914
4.384529113769531	66.69446186167794
4.423182010650635	60.29995347511822
4.453073024749756	52.43538626491665
4.485061168670654	43.87322695074633
4.549712181091309	33.15387193490179
4.580711126327515	22.52867172447006
4.620307922363281	15.43440283947363
4.647181034088135	10.5858025300128
4.714470148086548	3.8342292920992564
4.751975059509277	0.6049632982624409
4.779934883117676	2.5619940387483964
4.820651054382324	3.6007933195199153
4.854567766189575	3.8546694781490913
4.910521984100342	4.789496210485716
4.946566104888916	5.11816251681124
4.982311010360718	3.8381778635292356
5.018181085586548	3.3899686895763135
5.0738208293914795	4.550730523124055
5.109060049057007	4.147979715504562
5.138354778289795	1.99308881662819
5.177361011505127	2.19964380301935
5.206979990005493	8.681538811574862
5.276241064071655	19.85960586003929
5.3130269050598145	35.747762101987895
5.338866949081421	50.73273307744978
5.374400854110718	61.33344886991561
5.4461870193481445	64.48865942598513
5.477956056594849	67.47052145704652
5.508082866668701	70.64487685560412
5.536455869674683	73.44868373204125
5.574033975601196	74.26480356062758
5.64556884765625	75.69203573124763
5.67360782623291	76.1946686356737
5.707274913787842	76.3975453099596
5.736252069473267	76.728024536142
5.807400941848755	77.07437267445697
5.834939002990723	77.71948496313189
5.872972011566162	76.9532593144262
5.902294874191284	77.05430996717138
5.937916040420532	76.98332978093251
5.994938135147095	76.69887155301817
6.039427042007446	76.63192903553022
6.066876173019409	76.44316945833287
6.103609085083008	76.2116938097431
6.163465976715088	75.44035826403075
6.202569007873535	71.92327287211383
6.240124940872192	64.20852694322872
6.270772933959961	54.70408399281512
6.296803951263428	37.84519529544944
6.367762804031372	21.336144608188572
6.398661136627197	11.44492106217232
6.436733961105347	5.466796123908644
6.4639060497283936	0.6968754900998784
6.529478073120117	3.128981904867998
6.559825897216797	4.319694416223679
6.5926289558410645	4.6387710771693165
6.63454008102417	4.482423765796919
6.662637948989868	5.194497209610224
6.736449956893921	4.828880076583865
6.762599945068359	4.772149723447476
6.8008949756622314	4.665232897331934
6.828444957733154	4.9225591138020315
6.894545078277588	4.3541976588438525
6.921755075454712	3.9778268977090057
