Time	Volt	Leap_angle
0.0	102	26.766783221
0.1	102	26.9139743755
0.2	104	27.1404357567
0.3	106	27.4858728202
0.4	108	28.0457029897
0.5	109	28.4793055569
0.6	112	28.9306286526
0.7	120	29.3634096555
0.8	131	30.1360458991
0.9	136	31.8652036816
1.0	147	33.9236178241
1.1	153	36.0019571596
1.2	157	40.0781329113
1.3	165	42.7673058397
1.4	166	45.4426687479
1.5	167	47.6573555062
1.6	166	49.3256252493
1.7	167	50.8314322872
1.8	169	51.6752899567
1.9	166	52.3811749385
2.0	155	53.0004859221
2.1	134	53.2873109151
2.2	109	53.4778643354
2.3	88	52.5132226043
2.4	80	51.6000630891
2.5	76	49.7328719389
2.6	75	47.5417246134
2.7	75	43.4321846439
2.8	75	38.1622488041
2.9	74	31.9730908727
3.0	73	27.1223954749
3.1	74	23.122151089
3.2	74	20.1938686931
3.3	73	17.385354605
3.4	72	15.3556323343
3.5	73	14.4940257562
3.6	76	13.8971008542
3.7	76	13.1482073019
3.8	80	12.5610265598
3.9	89	12.1849225425
4.0	104	12.0160632232
4.1	113	12.669793867
4.2	134	13.6058031199
4.3	147	14.9767888007
4.4	157	17.5713089668
4.5	158	19.8229021638
4.6	160	21.6250613127
4.7	162	22.4771208123
4.8	161	23.2422349187
4.9	161	24.5186279794
5.0	160	24.9131153671
5.1	161	25.3501479334
5.2	140	25.6268603071
5.3	121	26.2759066694
5.4	102	24.5678425966
5.5	91	22.0845541426
5.6	87	18.6472598467
5.7	85	16.832202978
5.8	82	15.5395950632
5.9	79	14.9281336237
6.0	77	14.5639150691
6.1	76	14.3254215824
6.2	76	14.2826269965
6.3	75	14.241650068
6.4	75	14.2432325093
6.5	75	14.2471739828
6.6	77	14.2750945593
6.7	82	14.3553282629
6.8	89	14.5577479844
6.9	95	15.3162230997
7.0	120	16.5085687435
7.1	131	18.1362700878
7.2	146	20.0827625189
7.3	150	21.8104743257
7.4	159	24.4618495396
7.5	170	26.162695787
7.6	175	29.4304721251
7.7	175	32.5441697015
7.8	175	34.0348894234
7.9	175	35.1881815618
8.0	175	35.6695080869
8.1	176	35.9691651664
8.2	173	35.9322970652
8.3	154	35.7390269496
8.4	133	35.3865745285
8.5	121	32.0247519949
8.6	110	27.723560027
8.7	98	25.7668791879
8.8	94	24.1246787044
8.9	91	23.0033451547
9.0	89	22.2117993335
9.1	88	21.6614228237
9.2	87	21.1803936184
9.3	86	20.5307408449
9.4	85	20.1518204093
9.5	84	19.9428377347
