Time	Volt	Leap_angle
0.0	121	11.6583065598
0.0	121	11.6517812966
0.1	120	11.6106534575
0.2	123	11.6055108587
0.3	123	11.610891015
0.4	122	11.6626153157
0.5	133	11.7725740918
0.6	297	11.9962802826
0.7	311	13.7399346243
0.8	313	66.6714413367
0.9	313	70.8597846971
1.0	313	73.135828148
1.1	262	73.8948915358
1.2	73	74.4086280087
1.3	63	50.2764207452
1.4	67	21.1401857949
1.5	71	13.4399214822
1.6	72	9.08367672241
1.7	74	6.31528226871
1.8	117	4.84286379668
1.9	299	4.40824468765
2.0	315	6.05543835849
2.1	315	52.3280468563
2.2	315	54.900385336
2.3	314	56.6492389762
2.4	268	58.9969681269
2.5	66	62.0015812158
2.6	55	31.8222499569
2.7	57	5.50327800377
2.8	56	3.43575683707
2.9	57	3.08064099782
3.0	58	2.99983089499
3.1	64	3.06682037466
3.2	250	3.16192629559
3.3	308	3.9033950682
3.4	312	45.4332549522
3.5	311	53.0255869646
3.6	311	54.6582123241
3.7	287	55.7326739684
3.8	75	57.240146721
3.9	53	26.0270341215
4.0	53	3.04555419624
4.1	55	2.78473958865
4.2	54	3.10078309048
4.3	55	3.40766229853
4.4	57	3.70205685477
4.5	255	3.46588413081
4.6	306	4.73524144373
4.7	309	51.4000426143
4.8	309	55.9052108192
4.9	309	58.4990518561
5.0	291	61.2279522275
5.1	76	64.1222257369
5.2	56	61.0068943016
5.3	57	47.3015579272
5.4	57	37.0086952961
5.5	58	12.3466696141
5.6	59	6.22507144599
5.7	59	4.47754690467
5.8	259	3.78961586443
5.9	309	4.62524837988
6.0	309	63.3651962821
6.1	310	67.7082640757
6.2	311	70.7178012806
6.3	308	72.791036712
6.4	122	73.690257646
6.5	62	73.0218406629
6.6	61	5.04259319498
6.7	62	3.81992902465
6.8	61	3.73182097571
6.9	63	3.71446555109
7.0	71	3.48076574062
7.1	281	3.35257827053
7.2	309	4.76370090602
7.3	307	50.113593865
7.4	308	53.7515104946
7.5	309	56.5763006106
7.6	219	59.0327363608
7.7	58	61.9362288289
7.8	52	24.763922204
7.9	52	4.20621604723
8.0	53	3.13037829352
8.1	54	2.87541847016
8.2	57	2.75946005937
8.3	116	2.76965607924
8.4	276	3.08717938431
8.5	298	6.90543763451
8.6	300	28.3837835777
8.7	300	31.4720353878
8.8	302	34.1225445113
8.9	278	36.4001904613
9.0	57	39.0886228135
9.1	50	37.8022472051
9.2	53	3.05550108597
9.3	55	2.6999414541
9.4	55	2.60278604035
9.5	57	2.55558189609
9.7	102	3.04015003898
9.7	285	2.91644930505
9.8	310	7.95894769621
9.9	309	52.2725102641
10.0	310	56.5518200388
10.1	309	59.8908888483
10.2	293	62.1234131706
10.3	71	63.6213909483
10.4	53	66.365208355
10.5	53	66.8816930778
10.6	52	62.701278395
10.7	53	57.2114266477
10.8	53	52.9140374504
10.9	56	49.9252886496
11.0	256	47.3987675081
11.1	309	46.738324213
11.2	310	66.3352204964
11.3	310	74.6336359764
11.4	309	79.3620262509
11.5	280	81.7197187558
11.6	56	82.7560576396
11.7	50	77.6843957118
11.8	50	73.2985239272
11.9	51	68.8148655899
12.0	51	65.2708253455
12.1	52	51.9568335424
12.2	58	46.762930125
12.3	274	7.82518664461
12.4	310	6.12890292088
12.5	309	51.3933084279
12.6	311	56.0587838924
12.7	309	58.7019278576
12.8	216	60.6501129786
12.9	55	61.2203155902
13.0	52	66.6259615144
13.1	53	64.7933915494
13.2	54	56.7363797544
13.3	56	19.0396673652
13.4	58	6.09010853206
13.5	60	4.31869663557
13.6	61	3.41191129382
13.7	62	3.10204552157
13.8	65	2.8459257375
13.9	66	2.81994487711
14.0	67	2.8556762181
14.1	67	2.88534074937
14.2	69	2.85780042374
14.3	71	2.85636161819
14.4	71	2.83420854554
14.5	72	2.82188785859
14.6	73	2.85690981996
14.7	73	2.84282882394
14.8	74	2.85416775903
14.9	76	2.85156036087
15.0	75	2.82791646841
15.1	80	2.81987546018
15.2	80	2.85156036087
15.3	81	2.87119453589
15.4	83	2.88310102681
15.5	85	2.90353349586
15.6	87	2.95843361073
15.7	89	3.02569180863
15.8	90	3.03808878621
15.9	90	3.04150197765
16.0	92	3.05075629014
16.1	93	3.09787754849
16.2	94	3.101351248
16.3	95	3.11344726712
16.4	97	3.12837643511
16.5	100	3.19996108306
16.6	103	3.25136770368
16.7	109	3.3409955789
16.8	113	3.467917197
16.9	117	3.52158869758
17.0	125	3.64905103206
17.1	129	3.97083987926
17.2	132	4.40313213861
17.3	136	4.65071597898
17.4	139	4.93375809499
17.5	141	5.1117460708
17.6	144	5.24807244013
17.7	147	5.38896131136
17.8	149	5.53321604842
17.9	150	5.69760043964
18.0	152	5.8462004291
18.1	152	6.02551641225
18.2	154	6.18120300425
18.3	153	6.23466992152
18.4	155	6.43309588918
18.5	154	6.56817429325
18.6	155	6.73749480212
18.7	156	6.79529153272
18.8	155	6.83486297188
18.9	156	6.85998369249
19.0	155	6.92478249108
19.1	154	7.05240813186
