Time	Volt	Leap_angle
0.0	63	7.60823842266
0.1	64	7.82164912938
0.2	65	8.16644908483
0.3	64	8.49784560806
0.4	67	8.93340366344
0.5	70	9.43158908457
0.6	72	10.0474113005
0.7	83	11.0264091559
0.8	112	12.0824012825
0.9	143	14.8695846381
1.0	170	20.1667638061
1.1	189	27.0871066144
1.2	192	42.7099695155
1.3	191	51.4280869188
1.4	190	54.9741842931
1.5	191	56.4357112095
1.6	152	57.1632994293
1.7	106	57.693736484
1.8	87	55.0418790296
1.9	76	48.0937689999
2.0	69	36.6704356229
2.1	68	24.6637122705
2.2	67	18.7365801738
2.3	67	16.3411459958
2.4	71	15.0263833537
2.5	110	14.4165643511
2.6	136	15.4911831935
2.7	154	23.0394456652
2.8	187	28.3703968954
2.9	189	35.7927826708
3.0	371	45.0664187998
3.1	189	50.7504805224
3.2	189	53.3200386899
3.3	136	54.4042411736
3.4	93	54.8929925838
3.5	76	50.3171028733
3.6	71	24.9515156782
3.7	70	19.6612904861
3.8	70	17.1081962237
3.9	72	15.5579662873
4.0	108	15.1063813299
4.1	162	15.5104532458
4.2	194	24.9511351872
4.3	212	36.7990431642
4.4	217	46.9544353427
4.5	216	55.1165330871
4.6	212	59.3675266941
4.7	213	61.5230243966
4.8	178	62.8450254641
4.9	102	63.4099754694
5.0	81	60.9942120263
5.1	74	47.5773897577
5.2	74	29.8255012125
5.3	74	25.9784344557
5.4	83	24.4410746023
5.5	119	23.9385106706
5.6	239	24.209105966
5.7	192	32.6972510526
5.8	194	40.702505962
5.9	195	48.564246282
6.0	195	51.5497534986
6.1	195	53.5698348336
6.2	192	54.4866421422
6.3	124	54.7531552343
6.4	87	54.2703886245
6.5	75	45.0392865645
6.6	74	32.2952469693
6.7	73	27.0454068148
6.8	72	24.2841579224
6.9	73	21.594135574
7.0	77	20.6446322313
7.1	158	20.4279961604
7.2	212	23.9113778445
7.3	221	47.5490795791
7.4	221	52.3634180488
7.5	221	56.6529920133
7.6	220	59.6681137988
7.7	221	63.0389452745
7.8	212	65.8428547644
7.9	138	67.5163119542
8.0	87	68.0993985476
8.1	74	63.5898250991
8.2	75	47.8620126277
8.3	75	34.4165917085
8.4	77	31.101995525
8.5	87	28.2052851597
8.6	171	27.6585951736
8.7	217	35.1574421559
8.8	215	49.9878397897
8.9	216	54.7776020332
9.0	216	60.1812986663
9.1	216	63.2017633819
9.2	205	65.1383330639
9.3	141	66.4719547024
9.4	96	66.8630473735
9.5	79	59.2843811727
9.6	71	39.9116074181
