Time	Volt
0.001837015151977539	19	
0.0033071041107177734	18	
0.004203081130981445	19	
0.004591226577758789	19	
0.004998922348022461	19	
0.005296945571899414	20	
0.005589008331298828	18	
0.00599980354309082	19	
0.006334066390991211	20	
0.006731986999511719	19	
0.007096052169799805	18	
0.007501125335693359	19	
0.007797956466674805	19	
0.008090972900390625	19	
0.0083770751953125	19	
0.008660078048706055	19	
0.00899195671081543	19	
0.009278059005737305	19	
0.009660959243774414	95	
0.009943008422851562	96	
0.010484933853149414	95	
0.01084589958190918	95	
0.011198043823242188	94	
0.011511087417602539	94	
0.011843204498291016	94	
0.012250185012817383	95	
0.012547016143798828	94	
0.012866020202636719	95	
0.013170957565307617	94	
0.013469934463500977	94	
0.013872861862182617	94	
0.01418304443359375	95	
0.014576911926269531	95	
0.014909982681274414	95	
0.015208959579467773	95	
0.015507936477661133	95	
0.015829086303710938	95	
0.016125917434692383	95	
0.01642298698425293	95	
0.016854047775268555	95	
0.01715707778930664	95	
0.01745891571044922	95	
0.01778697967529297	94	
0.01809096336364746	96	
0.0183870792388916	95	
0.01877307891845703	95	
0.01922011375427246	96	
0.019524097442626953	95	
0.019913911819458008	96	
0.020214080810546875	95	
0.020538806915283203	96	
0.020964860916137695	95	
0.021297931671142578	94	
0.021720170974731445	95	
0.022030115127563477	94	
0.022349119186401367	95	
0.022657155990600586	95	
0.0229949951171875	95	
0.023291826248168945	96	
0.0235898494720459	95	
0.024005889892578125	94	
0.024303913116455078	94	
0.06009387969970703	97	
0.10001802444458008	96	
0.14020609855651855	96	
0.18001317977905273	95	
0.22006893157958984	96	
0.26004791259765625	96	
0.30001211166381836	95	
0.3399801254272461	95	
0.38010287284851074	95	
0.4199638366699219	95	
0.45983219146728516	95	
0.49996209144592285	97	
0.5399270057678223	95	
0.5799539089202881	95	
0.619940996170044	95	
0.6599600315093994	95	
0.7000350952148438	95	
0.7399601936340332	96	
0.7798900604248047	95	
0.8198988437652588	95	
0.8598918914794922	96	
0.8999230861663818	96	
0.9397220611572266	96	
0.9798579216003418	95	
1.0198540687561035	96	
1.0598552227020264	95	
1.0998411178588867	95	
1.1397171020507812	95	
1.1798667907714844	95	
1.2198610305786133	95	
1.2596008777618408	96	
1.2995660305023193	95	
1.3395462036132812	96	
1.379863977432251	96	
1.419517993927002	97	
1.45979905128479	95	
1.4995739459991455	95	
1.5397639274597168	95	
1.5796029567718506	95	
1.6195662021636963	95	
1.6595499515533447	95	
1.6994571685791016	95	
1.739771842956543	95	
1.7794601917266846	95	
1.8195440769195557	96	
1.8602540493011475	95	
1.8995180130004883	96	
1.9394400119781494	95	
1.979478120803833	96	
2.0194501876831055	95	
2.062821865081787	95	
2.09961199760437	95	
2.139380931854248	96	
2.1795949935913086	95	
2.219370126724243	94	
2.259382963180542	86	
2.299384117126465	79	
2.339449167251587	66	
2.379296064376831	60	
2.419386863708496	56	
2.459486961364746	54	
2.4992589950561523	54	
2.5395090579986572	54	
2.579279899597168	55	
2.6195130348205566	55	
2.659226894378662	56	
2.6993331909179688	55	
2.7392280101776123	55	
2.7792351245880127	55	
2.819463014602661	55	
2.859304904937744	55	
2.8992908000946045	54	
2.9391839504241943	54	
2.9794039726257324	55	
3.020374059677124	55	
3.0591681003570557	54	
3.0991711616516113	55	
3.1391701698303223	53	
3.1792609691619873	54	
3.219146966934204	54	
3.259194850921631	55	
3.2992289066314697	54	
3.3392109870910645	54	
3.3832340240478516	54	
3.4212942123413086	54	
3.459118127822876	55	
3.499135971069336	61	
3.5391290187835693	69	
3.579728841781616	76	
3.619115114212036	79	
3.659003973007202	84	
3.6990721225738525	89	
3.739013910293579	95	
3.779276132583618	101	
3.8189809322357178	105	
3.859077215194702	114	
3.899087905883789	122	
3.9399611949920654	127	
3.981849193572998	128	
4.019047975540161	130	
4.059023141860962	133	
4.09902811050415	135	
4.138991117477417	138	
4.179038047790527	140	
4.219062089920044	144	
4.25893497467041	150	
4.298951864242554	155	
4.338810205459595	161	
4.378844976425171	167	
4.41883397102356	172	
4.459073066711426	178	
4.498861074447632	186	
4.5418381690979	199	
4.578852891921997	214	
4.618950843811035	238	
4.659008026123047	260	
4.699151992797852	280	
4.738821029663086	289	
4.778883218765259	294	
4.818885803222656	301	
4.858751058578491	304	
4.898783922195435	306	
4.938699960708618	306	
4.978754043579102	309	
5.018723011016846	308	
5.058775186538696	310	
5.09863805770874	311	
5.1386449337005615	311	
5.178884029388428	311	
5.218865871429443	311	
5.2586328983306885	311	
5.298593997955322	311	
5.338703155517578	313	
5.37864089012146	312	
5.418627023696899	313	
5.458583116531372	312	
5.49860405921936	313	
5.538841009140015	314	
5.578780889511108	315	
5.619230031967163	313	
5.6585400104522705	312	
5.698567867279053	311	
5.738670110702515	311	
5.778691053390503	311	
5.819018125534058	310	
5.858471870422363	306	
5.898427963256836	290	
5.938694000244141	228	
5.97845196723938	185	
6.018426895141602	155	
6.05842399597168	127	
6.0986151695251465	100	
6.138543128967285	79	
6.178449869155884	65	
6.21892786026001	59	
6.258315086364746	56	
6.298511981964111	54	
6.3384339809417725	54	
6.3785200119018555	54	
6.420677900314331	54	
6.458292007446289	54	
6.498370170593262	55	
6.538467168807983	55	
6.57863187789917	54	
6.618207931518555	54	
6.658470869064331	54	
6.698218107223511	54	
6.738306045532227	53	
6.778650999069214	53	
6.818190097808838	54	
6.858134984970093	53	
6.898254156112671	53	
6.938215970993042	54	
6.978891134262085	54	
7.018159866333008	53	
7.0580689907073975	53	
7.098134994506836	54	
7.138063192367554	54	
7.178170204162598	54	
7.21801495552063	53	
7.258111000061035	55	
7.29805326461792	59	
7.340748071670532	65	
7.378108978271484	70	
7.417988061904907	73	
7.458011865615845	76	
7.4980690479278564	77	
7.537981986999512	78	
7.577884912490845	72	
7.617932081222534	81	
7.657875061035156	84	
7.698072195053101	87	
7.73797607421875	89	
7.7779881954193115	93	
7.818022012710571	96	
7.857960939407349	100	
7.898019075393677	104	
7.940942049026489	110	
7.977870225906372	115	
8.017880201339722	122	
8.05801796913147	131	
8.097978115081787	139	
8.139501094818115	148	
8.177984952926636	154	
8.21791410446167	161	
8.25787901878357	165	
8.297735929489136	169	
8.337671995162964	172	
8.37774395942688	177	
8.417690992355347	182	
8.457937002182007	185	
8.497679233551025	189	
8.53763198852539	193	
8.577839851379395	197	
8.617932081222534	202	
8.65763521194458	209	
8.697597026824951	215	
8.737582206726074	223	
8.777590036392212	234	
8.817759990692139	243	
8.85960602760315	252	
8.897486209869385	263	
8.937571048736572	278	
8.977649927139282	288	
9.017742156982422	292	
9.057477951049805	301	
9.097452163696289	305	
9.137588024139404	306	
9.17761516571045	306	
9.217504978179932	308	
9.257359981536865	308	
9.297374963760376	308	
9.337482929229736	307	
9.377370834350586	308	
9.417359113693237	309	
9.457316160202026	308	
9.497313976287842	307	
9.537492990493774	307	
9.57750391960144	307	
9.617296934127808	308	
9.657356977462769	308	
9.697307825088501	307	
9.737480878829956	308	
9.777571201324463	308	
9.81718897819519	308	
9.857188940048218	308	
9.897220134735107	309	
9.937199115753174	310	
9.97715711593628	310	
10.017117023468018	311	
10.057142972946167	311	
10.097122192382812	310	
10.137094974517822	311	
10.17714786529541	312	
10.217195987701416	312	
10.257063865661621	312	
10.297114849090576	312	
10.337082147598267	311	
10.37726902961731	309	
10.417028188705444	310	
10.457118034362793	309	
10.49706506729126	309	
10.537035942077637	309	
10.577055931091309	310	
10.617029905319214	307	
10.657073974609375	307	
10.69709324836731	308	
10.73698091506958	308	
10.776923894882202	308	
10.817219018936157	308	
10.856895923614502	307	
10.896910190582275	305	
10.936956882476807	302	
10.976876020431519	299	
11.01711106300354	294	
11.05693006515503	284	
11.097057104110718	279	
11.136757135391235	268	
11.176903009414673	257	
11.216992139816284	245	
11.256938934326172	232	
11.296736001968384	222	
11.33682894706726	211	
11.377058982849121	203	
11.41684889793396	199	
11.456783056259155	195	
11.49665904045105	195	
11.536602973937988	194	
11.576895952224731	193	
11.616661071777344	190	
11.65763783454895	187	
11.6981360912323	182	
11.736676216125488	176	
11.776549816131592	170	
11.816781044006348	164	
11.85675597190857	160	
11.896487951278687	154	
11.936642169952393	154	
11.976492166519165	152	
12.016530990600586	153	
12.056526184082031	150	
12.096783876419067	149	
12.136425018310547	147	
12.17644214630127	134	
12.216398000717163	125	
12.25669813156128	113	
12.296566009521484	104	
12.336326837539673	99	
12.376575946807861	91	
12.41960597038269	87	
12.456560850143433	81	
12.49628496170044	75	
12.536211967468262	70	
12.5763840675354	65	
12.616239786148071	60	
12.6564040184021	59	
12.696171045303345	57	
12.73620891571045	57	
12.77623200416565	55	
12.816277027130127	54	
12.856161117553711	55	
12.896293878555298	54	
12.936474800109863	53	
12.97613000869751	54	
13.016170978546143	54	
13.056094884872437	54	
13.096082925796509	53	
13.136139154434204	53	
13.176139116287231	52	
13.216053009033203	54	
13.256026983261108	53	
13.296162128448486	53	
13.336100816726685	53	
13.376100778579712	53	
13.416018962860107	54	
13.456025123596191	53	
13.495972156524658	53	
13.53606915473938	53	
13.576832056045532	52	
13.615931987762451	53	
13.655883073806763	53	
13.696000099182129	53	
13.736104011535645	53	
13.779878854751587	53	
13.816090106964111	53	
13.85608196258545	53	
13.896047830581665	53	
13.93896198272705	53	
13.9758780002594	52	
14.015851020812988	53	
14.05602502822876	52	
14.09597396850586	52	
14.137054920196533	53	
14.175812005996704	52	
14.21579122543335	52	
14.255941152572632	53	
14.29599905014038	53	
14.336169004440308	52	
14.375770092010498	53	
14.415770053863525	52	
14.455864191055298	52	
14.495683193206787	53	
14.535701036453247	53	
14.575652837753296	57	
14.615579843521118	60	
14.655915975570679	61	
14.69564700126648	63	
14.735580921173096	69	
14.775554180145264	74	
14.815569877624512	80	
14.85563588142395	89	
14.895544052124023	96	
14.935528039932251	103	
14.97564697265625	111	
15.015480041503906	117	
15.05550503730774	128	
15.095654964447021	134	
15.1356520652771	140	
15.175443887710571	145	
15.215643882751465	149	
15.255522012710571	152	
15.29539680480957	157	
15.33538007736206	161	
15.375571966171265	167	
15.415588140487671	174	
15.455337047576904	182	
15.495296955108643	192	
15.53530502319336	201	
15.57534384727478	212	
15.615487098693848	222	
15.655234098434448	231	
15.695271968841553	237	
15.735285997390747	242	
15.775239944458008	249	
15.81528615951538	257	
15.855241060256958	266	
15.895164966583252	278	
15.935168027877808	284	
15.975275039672852	290	
16.015153884887695	296	
16.055088996887207	301	
16.095165967941284	306	
16.135141849517822	307	
16.17506504058838	309	
16.21508502960205	311	
16.255066871643066	312	
16.29513907432556	311	
16.335144996643066	313	
16.375003814697266	313	
16.415037870407104	314	
16.454981803894043	315	
16.495157957077026	315	
16.53495717048645	316	
16.57492709159851	315	
16.61844801902771	317	
16.655078887939453	316	
16.694865942001343	315	
16.735051155090332	313	
16.778012990951538	314	
16.8148250579834	315	
16.85498285293579	314	
16.894832849502563	316	
16.934991121292114	314	
16.974868059158325	314	
17.015058994293213	314	
17.054846048355103	314	
17.09472894668579	314	
17.134701013565063	314	
17.17472219467163	313	
17.214689016342163	313	
17.254812002182007	313	
17.294792890548706	314	
17.33464813232422	313	
17.37471890449524	313	
17.414582014083862	311	
17.45475697517395	309	
17.49476718902588	305	
17.534544944763184	302	
17.574738025665283	274	
17.614490032196045	243	
17.65453791618347	210	
17.694725036621094	195	
17.734675884246826	188	
17.77443790435791	180	
17.81447696685791	175	
17.854609966278076	166	
17.894386053085327	158	
17.934533834457397	150	
17.974306106567383	138	
18.014354944229126	123	
18.054544925689697	111	
18.094552040100098	102	
18.13487696647644	93	
18.174269914627075	89	
18.214196920394897	82	
18.25426197052002	74	
18.29413890838623	71	
18.33410906791687	68	
18.37408208847046	64	
18.414180994033813	62	
18.454097986221313	61	
18.494083166122437	60	
18.53403401374817	59	
18.574087858200073	59	
18.61412000656128	59	
18.654081106185913	59	
18.69404697418213	57	
18.733994007110596	58	
18.7740318775177	57	
18.81412982940674	58	
18.853968858718872	57	
18.893882036209106	56	
18.933889150619507	55	
18.974009037017822	55	
19.013890981674194	55	
19.053913116455078	53	
19.09379506111145	54	
19.133808851242065	54	
19.173813104629517	54	
19.213834047317505	54	
19.253774166107178	53	
19.29376196861267	54	
19.333724975585938	54	
19.37393093109131	54	
19.413733959197998	54	
19.45371103286743	54	
19.49366307258606	54	
19.53371286392212	54	
19.57370400428772	54	
19.613630056381226	54	
19.65719699859619	54	
19.693674087524414	54	
19.73371696472168	54	
19.77377414703369	54	
19.815377950668335	54	
19.85368800163269	52	
19.893737077713013	53	
19.933703899383545	54	
19.97360587120056	54	
20.013476848602295	53	
20.053481101989746	54	
20.09341597557068	53	
20.133443117141724	54	
20.173518180847168	53	
0.000698089599609375	50	
0.002177000045776367	51	
0.0026302337646484375	51	
0.0028221607208251953	51	
0.0029921531677246094	50	
0.003231048583984375	50	
0.0034101009368896484	50	
0.003609180450439453	51	
0.0038721561431884766	51	
0.0040283203125	51	
0.004250288009643555	51	
0.004432201385498047	51	
0.004700183868408203	51	
0.004904031753540039	52	
0.005074024200439453	52	
0.005337238311767578	52	
0.0055561065673828125	52	
0.005729198455810547	53	
0.005885124206542969	56	
0.006094217300415039	59	
0.006263017654418945	60	
0.006475210189819336	59	
0.006748199462890625	59	
0.006906270980834961	61	
0.007122039794921875	64	
0.007311105728149414	62	
0.007494926452636719	61	
0.007647991180419922	60	
0.007865190505981445	57	
0.008118152618408203	57	
0.008272171020507812	57	
0.008424997329711914	57	
0.008587121963500977	57	
0.008785247802734375	57	
0.0089569091796875	57	
0.009171009063720703	55	
0.009446144104003906	56	
0.009618997573852539	55	
0.009787321090698242	56	
0.009940147399902344	56	
0.010200262069702148	55	
0.010375022888183594	56	
0.010566234588623047	55	
0.010830163955688477	54	
0.01098012924194336	54	
0.011153936386108398	54	
0.011307001113891602	54	
0.011542081832885742	54	
0.01171731948852539	55	
0.011884212493896484	68	
0.012140035629272461	84	
0.012309074401855469	93	
0.01248311996459961	105	
0.012642145156860352	119	
0.012813091278076172	141	
0.01297307014465332	162	
0.013155221939086914	189	
0.013417959213256836	237	
0.01357412338256836	282	
0.013755321502685547	298	
0.013913154602050781	304	
0.01409006118774414	306	
0.01424717903137207	308	
0.014456033706665039	311	
0.014774084091186523	314	
0.014938116073608398	319	
0.015106201171875	319	
0.015260934829711914	321	
0.015424013137817383	321	
0.015590190887451172	321	
0.015752077102661133	321	
0.016010046005249023	321	
0.01616811752319336	321	
0.016392946243286133	322	
0.016561269760131836	320	
0.01673603057861328	318	
0.016890287399291992	313	
0.017068147659301758	306	
0.017252206802368164	305	
0.01740431785583496	303	
0.017585277557373047	271	
0.017756938934326172	215	
0.017902135848999023	176	
0.018084287643432617	147	
0.018230199813842773	111	
0.018386125564575195	86	
0.018522262573242188	72	
0.01868915557861328	61	
0.018825054168701172	57	
0.018993139266967773	56	
0.019130229949951172	54	
0.01929616928100586	54	
0.01957106590270996	54	
0.019749164581298828	53	
0.019916057586669922	52	
0.020054101943969727	52	
0.020273208618164062	53	
0.020437002182006836	52	
0.020647287368774414	53	
0.02093219757080078	52	
0.02107715606689453	53	
0.021294116973876953	56	
0.021439075469970703	53	
0.021613121032714844	53	
0.021749019622802734	53	
0.021914243698120117	52	
0.022155046463012695	52	
0.022292137145996094	53	
0.02242422103881836	53	
0.022585153579711914	52	
0.022722244262695312	53	
0.022863149642944336	53	
0.02300119400024414	52	
0.023141145706176758	53	
0.02328014373779297	53	
0.023421049118041992	53	
0.02357196807861328	53	
0.023730039596557617	53	
0.023861169815063477	53	
0.02406930923461914	53	
0.024334192276000977	53	
0.024546146392822266	53	
0.02469921112060547	53	
0.024833202362060547	54	
0.025001049041748047	54	
0.0251309871673584	54	
0.025259017944335938	54	
0.025421142578125	54	
0.02558588981628418	55	
0.025753259658813477	55	
0.025913238525390625	55	
0.026073217391967773	55	
0.026233196258544922	55	
0.026368141174316406	54	
0.026517152786254883	56	
0.026645183563232422	56	
0.02678513526916504	58	
0.026917219161987305	60	
0.027083158493041992	63	
0.027209043502807617	71	
0.02733612060546875	79	
0.027463912963867188	95	
0.027650117874145508	113	
0.027791261672973633	134	
0.027955055236816406	152	
0.028090238571166992	170	
0.028257131576538086	191	
0.028405189514160156	229	
0.028584957122802734	272	
0.028743982315063477	295	
0.028933286666870117	303	
0.02907705307006836	306	
0.029239177703857422	309	
0.029372215270996094	309	
0.02955007553100586	313	
0.029803037643432617	315	
0.029941082000732422	317	
0.030076980590820312	317	
0.030209064483642578	319	
0.030347108840942383	319	
0.030480146408081055	320	
0.030610084533691406	321	
0.030755043029785156	321	
0.03088212013244629	321	
0.0310821533203125	320	
0.031215190887451172	319	
0.031362056732177734	313	
0.031507015228271484	313	
0.03166604042053223	276	
0.03189706802368164	198	
0.03202509880065918	156	
0.03215217590332031	111	
0.03227114677429199	84	
0.03239011764526367	69	
0.032529354095458984	60	
0.03268623352050781	56	
0.03293013572692871	54	
0.03305506706237793	55	
0.033178091049194336	53	
0.033300161361694336	53	
0.03342318534851074	53	
0.03358912467956543	53	
0.03371596336364746	53	
0.03387594223022461	53	
0.0339961051940918	53	
0.034116268157958984	53	
0.03423428535461426	53	
0.03435325622558594	54	
0.034471988677978516	54	
0.03461003303527832	54	
0.03474831581115723	54	
0.03487420082092285	56	
0.034998178482055664	56	
0.03522992134094238	56	
0.03535795211791992	57	
0.03547811508178711	58	
0.03559708595275879	59	
0.03571820259094238	59	
0.035836219787597656	62	
0.03595709800720215	67	
0.03607511520385742	75	
0.03619217872619629	77	
0.03631019592285156	79	
0.036452293395996094	80	
0.03671622276306152	82	
0.03684401512145996	81	
0.036965131759643555	82	
0.037084341049194336	80	
0.03720211982727051	80	
0.03732013702392578	77	
0.037438154220581055	74	
0.03757214546203613	68	
0.03770112991333008	62	
0.03784608840942383	58	
0.03797316551208496	58	
0.03809809684753418	56	
0.0382232666015625	56	
0.03834819793701172	56	
0.03847503662109375	56	
0.03862619400024414	57	
0.038748979568481445	56	
0.03897714614868164	56	
0.039121150970458984	56	
0.03925919532775879	57	
0.039411067962646484	56	
0.0398101806640625	56	
0.03996706008911133	56	
0.04010605812072754	56	
0.040231943130493164	55	
0.04035830497741699	54	
0.040496110916137695	56	
0.04062223434448242	55	
0.04074716567993164	55	
0.040904998779296875	54	
0.04110908508300781	54	
0.041251182556152344	55	
0.0414731502532959	54	
0.04165911674499512	55	
0.041796207427978516	54	
0.04192805290222168	54	
0.042052268981933594	55	
0.04218029975891113	54	
0.04230213165283203	57	
0.04242992401123047	66	
0.04256796836853027	79	
0.042717933654785156	89	
0.04296398162841797	101	
0.04309511184692383	106	
0.043334245681762695	115	
0.04346299171447754	126	
0.04365110397338867	143	
0.04382801055908203	160	
0.0439760684967041	177	
0.04411602020263672	200	
0.04425311088562012	245	
0.04439115524291992	282	
0.04455399513244629	298	
0.04468417167663574	303	
0.04483628273010254	307	
0.04496622085571289	308	
0.04510807991027832	307	
0.04523801803588867	309	
0.04541516304016113	307	
0.04558610916137695	307	
0.045751094818115234	308	
0.045899152755737305	308	
0.04604911804199219	307	
0.0462799072265625	308	
0.04640698432922363	309	
0.04665398597717285	309	
0.0468292236328125	310	
0.04695725440979004	310	
0.04708504676818848	310	
0.0472111701965332	310	
0.04734015464782715	308	
0.04746699333190918	308	
0.047660112380981445	310	
0.04780435562133789	309	
0.04794716835021973	310	
0.048078060150146484	308	
0.04821419715881348	307	
0.04844498634338379	307	
0.048589229583740234	306	
0.048748016357421875	306	
0.0489039421081543	306	
0.0490412712097168	306	
0.049169301986694336	304	
0.04930424690246582	304	
0.049468994140625	303	
0.049639225006103516	303	
0.04986405372619629	302	
0.04999399185180664	302	
0.05012321472167969	303	
0.05025005340576172	301	
0.05037808418273926	298	
0.05054593086242676	287	
0.05071306228637695	272	
0.05087900161743164	254	
0.05101418495178223	236	
0.05115318298339844	222	
0.05132412910461426	207	
0.05147504806518555	198	
0.051653146743774414	191	
0.0518031120300293	187	
0.051946163177490234	186	
0.05208396911621094	181	
0.052213191986083984	176	
0.05235004425048828	166	
0.052500009536743164	161	
0.05264616012573242	147	
0.05278325080871582	130	
0.052921295166015625	121	
0.05305218696594238	111	
0.053179264068603516	102	
0.053297996520996094	96	
0.05341529846191406	92	
0.05356597900390625	89	
0.05372428894042969	88	
0.05386018753051758	83	
0.05399012565612793	81	
0.05411720275878906	77	
0.054244279861450195	73	
0.05437111854553223	67	
0.054502248764038086	62	
0.05462813377380371	59	
0.05475115776062012	56	
0.0548863410949707	56	
0.05501699447631836	55	
0.055152177810668945	56	
0.05527520179748535	56	
0.05539512634277344	56	
0.05552220344543457	56	
0.055703163146972656	56	
0.05584311485290527	56	
0.05598330497741699	57	
0.0561070442199707	58	
0.0562281608581543	57	
0.056348323822021484	59	
0.05646705627441406	57	
0.05660605430603027	58	
0.05672621726989746	58	
0.05689120292663574	57	
0.05700993537902832	57	
0.0571291446685791	58	
0.05724906921386719	56	
0.05736804008483887	57	
0.05748605728149414	57	
0.0576021671295166	57	
0.05772113800048828	57	
0.05784916877746582	57	
0.0579991340637207	57	
0.05821800231933594	57	
0.05833721160888672	57	
0.05845522880554199	57	
0.05861616134643555	56	
0.05877518653869629	57	
0.058904170989990234	57	
0.0591280460357666	57	
0.059255123138427734	57	
0.05938100814819336	57	
0.05956101417541504	57	
0.05972933769226074	57	
0.05985713005065918	56	
0.05997800827026367	58	
0.060099124908447266	57	
0.06021928787231445	57	
0.060334205627441406	57	
0.06044912338256836	58	
0.060563087463378906	56	
0.06067824363708496	56	
0.060793161392211914	57	
0.06090903282165527	57	
0.06102609634399414	58	
0.06129908561706543	58	
0.061495065689086914	58	
0.061663150787353516	58	
0.06178903579711914	59	
0.06190919876098633	59	
0.062026023864746094	59	
0.06214404106140137	60	
0.06225895881652832	61	
0.062374114990234375	67	
0.06248807907104492	74	
0.06260418891906738	79	
0.06276607513427734	83	
0.06289529800415039	93	
0.06308507919311523	101	
0.06322216987609863	114	
0.06337308883666992	121	
0.0635373592376709	130	
0.06367015838623047	136	
0.06380128860473633	142	
0.06393122673034668	148	
0.06406211853027344	152	
0.06419014930725098	157	
0.06432104110717773	163	
0.06444811820983887	169	
0.06458806991577148	179	
0.06471920013427734	194	
0.06485915184020996	216	
0.06499218940734863	248	
0.06511712074279785	275	
0.06531620025634766	289	
0.06544804573059082	300	
0.0656120777130127	304	
0.06574416160583496	306	
0.06587505340576172	308	
0.06604123115539551	309	
0.06616926193237305	310	
0.06634807586669922	312	
0.06647396087646484	314	
0.06669425964355469	317	
0.06683492660522461	318	
0.06706905364990234	320	
0.06731128692626953	319	
0.06744194030761719	320	
0.0675802230834961	320	
0.06777215003967285	321	
0.06789827346801758	321	
0.06807613372802734	319	
0.0682060718536377	319	
0.06833529472351074	318	
0.06846308708190918	318	
0.0686032772064209	317	
0.06872916221618652	317	
0.06885933876037598	317	
0.06898903846740723	316	
0.06911802291870117	317	
0.06924819946289062	317	
0.06940817832946777	317	
0.06960320472717285	315	
0.06976008415222168	314	
0.0699012279510498	313	
0.07003402709960938	313	
0.07016515731811523	313	
0.07029509544372559	312	
0.07042312622070312	312	
0.07057523727416992	311	
0.07071113586425781	310	
0.0709381103515625	308	
0.07106423377990723	308	
0.07118916511535645	307	
0.07131409645080566	306	
0.07143807411193848	306	
0.07160401344299316	307	
0.0717611312866211	306	
0.07195019721984863	306	
0.07208919525146484	306	
0.07222819328308105	306	
0.07236099243164062	305	
0.07251620292663574	305	
0.07266426086425781	303	
0.07285714149475098	303	
0.07300615310668945	303	
0.07314729690551758	302	
0.07328009605407715	301	
0.07341217994689941	302	
0.07355213165283203	301	
0.0736839771270752	302	
0.07381296157836914	302	
0.07394099235534668	301	
0.07406806945800781	302	
0.07419514656066895	302	
0.07443523406982422	300	
0.07457423210144043	300	
0.07475113868713379	301	
0.07487916946411133	301	
0.07509708404541016	300	
0.07525825500488281	300	
0.07540416717529297	299	
0.0756521224975586	299	
0.07578015327453613	299	
0.07597208023071289	298	
0.07609820365905762	298	
0.07627320289611816	298	
0.07639718055725098	296	
0.07654500007629395	294	
0.0768120288848877	292	
0.07694816589355469	288	
0.07708215713500977	286	
0.0772092342376709	285	
0.0773320198059082	283	
0.0774540901184082	281	
0.07759618759155273	281	
0.07775521278381348	278	
0.07787919044494629	275	
0.0780029296875	273	
0.07812714576721191	267	
0.07825112342834473	264	
0.07837414741516113	262	
0.07849812507629395	257	
0.07862305641174316	255	
0.07874631881713867	253	
0.07892203330993652	250	
0.07908201217651367	247	
0.07924199104309082	245	
0.07937312126159668	245	
0.07954907417297363	244	
0.0797121524810791	241	
0.07983899116516113	238	
0.07996916770935059	234	
0.08009815216064453	230	
0.08022713661193848	222	
0.08035612106323242	214	
0.08050107955932617	209	
0.08063626289367676	206	
0.08076596260070801	205	
0.08089494705200195	205	
0.08102607727050781	203	
0.08115720748901367	202	
0.08132004737854004	202	
0.08144903182983398	200	
0.08163309097290039	197	
0.0818319320678711	194	
0.08200907707214355	192	
0.08214402198791504	191	
0.08228111267089844	190	
0.08241105079650879	190	
0.08256101608276367	189	
0.08269023895263672	189	
0.08281707763671875	188	
0.08306527137756348	185	
0.0832211971282959	184	
0.08342814445495605	182	
0.08360123634338379	180	
0.08375024795532227	178	
0.08398604393005371	176	
0.0841212272644043	176	
0.08425307273864746	176	
0.08438920974731445	175	
0.08455514907836914	174	
0.08469200134277344	172	
0.08488917350769043	169	
0.08505415916442871	167	
0.08519315719604492	165	
0.08531832695007324	161	
0.08550095558166504	160	
0.08565926551818848	159	
0.08581304550170898	159	
0.0859992504119873	159	
0.08616209030151367	159	
0.08629202842712402	157	
0.0864410400390625	157	
0.08657312393188477	155	
0.0867452621459961	152	
0.08687114715576172	147	
0.08699607849121094	139	
0.08712196350097656	134	
0.08724617958068848	130	
0.0873711109161377	127	
0.0874941349029541	127	
0.0876162052154541	123	
0.08773922920227051	121	
0.08786320686340332	118	
0.08798813819885254	115	
0.08811402320861816	113	
0.08823823928833008	111	
0.08836197853088379	111	
0.08848714828491211	110	
0.08861207962036133	110	
0.08873510360717773	108	
0.08886098861694336	106	
0.08898520469665527	105	
0.08910918235778809	106	
0.08923220634460449	105	
0.0893561840057373	104	
0.08947992324829102	103	
0.08960223197937012	103	
0.08972716331481934	103	
0.08985018730163574	102	
0.09000396728515625	100	
0.09012198448181152	98	
0.09023618698120117	97	
0.09035110473632812	95	
0.09046506881713867	91	
0.09057903289794922	88	
0.09069609642028809	83	
0.09081029891967773	77	
0.09092402458190918	72	
0.09103798866271973	70	
0.09115409851074219	66	
0.09127020835876465	63	
0.09138822555541992	62	
0.09150314331054688	62	
0.09161925315856934	62	
0.09173417091369629	63	
0.09185004234313965	63	
0.0919649600982666	63	
0.09208130836486816	63	
0.09219813346862793	64	
0.09231114387512207	63	
0.09242510795593262	63	
0.09258008003234863	64	
0.09271717071533203	63	
0.09291601181030273	64	
0.09305214881896973	62	
0.09319710731506348	63	
0.0933229923248291	61	
0.09344625473022461	59	
0.09359216690063477	59	
0.09371495246887207	57	
0.0938560962677002	56	
0.0939781665802002	56	
0.0940999984741211	56	
0.09422016143798828	56	
0.09434294700622559	54	
0.09446310997009277	53	
0.09459424018859863	53	
0.09471511840820312	52	
0.09483599662780762	49	
0.09495806694030762	50	
0.0950772762298584	52	
0.09524917602539062	50	
0.09537792205810547	52	
0.09551525115966797	50	
0.09563326835632324	51	
0.0958399772644043	50	
0.09600996971130371	51	
0.09613609313964844	51	
0.09625411033630371	51	
0.09637212753295898	50	
0.09649014472961426	50	
0.09660506248474121	23	
0.09672117233276367	22	
0.09684205055236816	22	
0.09695696830749512	22	
0.09707117080688477	23	
0.09718513488769531	22	
0.09729909896850586	23	
0.097412109375	22	
0.09755110740661621	23	
0.09778523445129395	23	
0.09790205955505371	22	
0.09801721572875977	22	
